NX_1,Y_1_star,P_1_star,RR_1_star,NX_2,Y_2_star,P_2_star,RR_2_star,NX_3,Y_3_star,P_3_star,RR_3_star,NX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.2746836911983124,-0.044634257708946634,-0.02409494516643207,0.006153482193107003,-0.3572178397607857,-0.0403854677055691,-0.01079227161148814,0.008206730860395238,-0.2563076326731384,-0.037241148877434266,-0.008338352887115182,0.007784965073642208,-0.2637845757788213,-0.03596325185262591,-0.0007150311777536387,0.015163201560366985,1.0
-0.2868080250986651,-0.04208703475838529,-0.029674140426272148,-0.0010403768812148784,-0.2746836911983124,-0.044634257708946634,-0.02409494516643207,0.006153482193107003,-0.3572178397607857,-0.0403854677055691,-0.01079227161148814,0.008206730860395238,-0.2563076326731384,-0.037241148877434266,-0.008338352887115182,0.007784965073642208,1.0
-0.2544002133064396,-0.04048103864274827,-0.03229272952173181,-0.00191012661953661,-0.2868080250986651,-0.04208703475838529,-0.029674140426272148,-0.0010403768812148784,-0.2746836911983124,-0.044634257708946634,-0.02409494516643207,0.006153482193107003,-0.3572178397607857,-0.0403854677055691,-0.01079227161148814,0.008206730860395238,1.0
-0.19132729880467636,-0.038421550981898214,-0.03545901588636597,-0.0018269189460766505,-0.2544002133064396,-0.04048103864274827,-0.03229272952173181,-0.00191012661953661,-0.2868080250986651,-0.04208703475838529,-0.029674140426272148,-0.0010403768812148784,-0.2746836911983124,-0.044634257708946634,-0.02409494516643207,0.006153482193107003,1.0
-0.19980235120415557,-0.03497307658267532,-0.03563287842593433,-8.77847554998532e-05,-0.19132729880467636,-0.038421550981898214,-0.03545901588636597,-0.0018269189460766505,-0.2544002133064396,-0.04048103864274827,-0.03229272952173181,-0.00191012661953661,-0.2868080250986651,-0.04208703475838529,-0.029674140426272148,-0.0010403768812148784,1.0
-0.21476507649070697,-0.039179944603240244,-0.03293599209973622,-0.002392267804363966,-0.19980235120415557,-0.03497307658267532,-0.03563287842593433,-8.77847554998532e-05,-0.19132729880467636,-0.038421550981898214,-0.03545901588636597,-0.0018269189460766505,-0.2544002133064396,-0.04048103864274827,-0.03229272952173181,-0.00191012661953661,1.0
-0.2105321437612524,-0.040319171752575926,-0.02983014409473695,-0.007490361914842652,-0.21476507649070697,-0.039179944603240244,-0.03293599209973622,-0.002392267804363966,-0.19980235120415557,-0.03497307658267532,-0.03563287842593433,-8.77847554998532e-05,-0.19132729880467636,-0.038421550981898214,-0.03545901588636597,-0.0018269189460766505,1.0
-0.1958743174918567,-0.04231990717921498,-0.02830824904533304,-0.01254290068605497,-0.2105321437612524,-0.040319171752575926,-0.02983014409473695,-0.007490361914842652,-0.21476507649070697,-0.039179944603240244,-0.03293599209973622,-0.002392267804363966,-0.19980235120415557,-0.03497307658267532,-0.03563287842593433,-8.77847554998532e-05,1.0
-0.23298888692954378,-0.03668558047554887,-0.028761504814363355,-0.012882713548064034,-0.1958743174918567,-0.04231990717921498,-0.02830824904533304,-0.01254290068605497,-0.2105321437612524,-0.040319171752575926,-0.02983014409473695,-0.007490361914842652,-0.21476507649070697,-0.039179944603240244,-0.03293599209973622,-0.002392267804363966,1.0
-0.2708385923897261,-0.032988335044589666,-0.03362529679667107,-0.01655315261286731,-0.23298888692954378,-0.03668558047554887,-0.028761504814363355,-0.012882713548064034,-0.1958743174918567,-0.04231990717921498,-0.02830824904533304,-0.01254290068605497,-0.2105321437612524,-0.040319171752575926,-0.02983014409473695,-0.007490361914842652,1.0
