,RR,Y_star,P_star,RR_star
1996-01-01,-0.019508051539944622,-0.017466398960910665,0.0008805592671920456,-0.002388335072383465
1996-04-01,0.008992926763796386,-0.012645071069522626,0.003274484753278743,0.001692043232898181
1996-07-01,0.004968291241585376,-0.011360264731083789,0.0026101563178121457,0.0018863721366645645
1996-10-01,0.003141477506517207,-0.009004187808980602,0.0042684918974110996,0.002308194080437498
1997-01-01,0.01367651138064252,-0.00853855035121462,0.0017944415560996545,0.004417405530835179
1997-04-01,0.018301100585214572,-0.0014791596045662344,-0.0022055436486231425,0.004271215392438636
1997-07-01,0.02572763800936473,0.0013964486232756726,0.0018692007732254922,0.00729203565073041
1997-10-01,-0.013587685099842692,0.0028971160011509118,0.004626316813149871,0.011794089304674227
1998-01-01,-0.01594756234416577,0.002935917728364726,0.005463648352077701,0.014332937016220236
1998-04-01,-0.014555551438746421,0.002201733634741701,0.004182352774244028,0.011518762035891793
1998-07-01,-0.02908027107362457,0.0048470474717979255,0.00060315358739643,0.007765933649055088
1998-10-01,0.039283507025634504,0.008311975450626346,-0.002819788367702697,0.0006653697655622773
1999-01-01,0.04682435748898085,0.010876754268419397,-0.009824497767585394,-0.008327383576613933
1999-04-01,0.031948126428649984,0.011898921536198247,-0.008242105941576419,-0.010533302762060406
1999-07-01,0.03791866095697641,0.01815527899279043,-0.007053473592437818,-0.010861018051162057
1999-10-01,0.046911381524118,0.025465056968240047,-0.004766678628141746,-0.00394155153185166
2000-01-01,0.027651034362394564,0.02748591173346996,0.0019889526285396635,-0.002651884530552824
2000-04-01,0.018245604290641912,0.03378915702432118,0.0005150091809690853,0.0002304640813605398
2000-07-01,0.007640651345321575,0.03096609079647082,-0.00014796678521573876,0.00870004454073884
2000-10-01,0.003769398419515471,0.02977080527580898,-0.003819382098489056,0.016519486345487642
2001-01-01,-0.02735361942352365,0.026730586261716226,-0.006196716135823744,0.01094398528900602
2001-04-01,-0.051088563847095814,0.024478004360384418,0.0036570301881394354,0.006759998586063518
2001-07-01,-0.058481441901191554,0.017462033979313406,0.0025511419447706175,0.0005322553734509781
2001-10-01,-0.06491883028412652,0.014089016200451972,0.0010016067088919488,-0.013901654372554511
2002-01-01,-0.06188771283265842,0.014341406081070106,0.0011827866090653402,-0.018406686314366472
2002-04-01,-0.004831129585799537,0.015068736309416275,-0.00926394499764157,-0.01156119865754775
2002-07-01,0.05756604970919359,0.013845085298385879,-0.010688837729800647,-0.012044403930385857
2002-10-01,0.06354908066367698,0.010562712887171675,-0.009077759777497404,-0.01206324145135424
2003-01-01,0.063694933532577,0.006468556019546403,-0.007255721705143963,-0.012217959989317125
2003-04-01,0.035000812409626283,0.00646577798966644,-0.011679027126761546,-0.02103752080216383
2003-07-01,0.008556782319704102,0.012636560362838398,-0.013378651799808669,-0.021656842359017194
2003-10-01,0.0013318179443579312,0.017253207223180772,-0.017143780255202974,-0.02336792895054166
2004-01-01,-0.0017479989519057562,0.01816867500087847,-0.020116663116758585,-0.021311821941990182
2004-04-01,0.002652418022188012,0.019462618064200948,-0.014129033312533812,-0.018681598734452885
2004-07-01,-0.009599871397868987,0.02048195635461844,-0.01317138548974917,-0.020969678190017414
2004-10-01,-0.018016294457964828,0.021637354737610026,-0.009000904697602556,-0.01694627919645185
2005-01-01,-0.02692253417760156,0.02371966884970895,-0.010569477855787962,-0.01333410148787226
2005-04-01,-0.02731740696223653,0.024688362225229625,-0.010855797474953733,-0.013497813684648705
2005-07-01,-0.009263306878746463,0.027760445620342966,-0.005761843499647516,-0.006964268798966329
2005-10-01,0.021834208221466304,0.029656313652878113,-0.005765963259547536,0.0048862226667287165
2006-01-01,0.033737343071130924,0.03536667152250247,-0.005523246204315305,0.005427324108752807
2006-04-01,0.04475296204315707,0.03587213605813666,-0.0014653738025164947,0.008080574349107493
2006-07-01,0.028424301815296545,0.0347483680301038,-0.0036741904146790657,0.01324155547064602
2006-10-01,0.007583528207838499,0.039020632443304205,-0.010566269150240658,0.0033719004724133608
2007-01-01,-0.00673223803728162,0.04028393623262858,-0.007402797248474841,0.00251491697385763
2007-04-01,-0.02512897461671242,0.0424313761264872,-0.006243015291000682,0.0007669765437456798
2007-07-01,-0.024023117599863003,0.042971463263404584,-0.008191433346878142,-0.002803633831431419
