NX_1,Y_1_star,P_1_star,RR_1_star,NX_2,Y_2_star,P_2_star,RR_2_star,NX_3,Y_3_star,P_3_star,RR_3_star,NX_4,Y_4_star,P_4_star,RR_4_star,cons
-0.03197600665304634,-0.017396302941164437,0.0017867040868037485,-3.2226112299540055e-05,0.03643380596354007,-0.015981040478560835,0.0030549804789170125,0.002510183088795944,0.017950466392116837,-0.017516973370274035,0.004430255751989293,0.005266546237491327,-0.026482477647103764,-0.016411590069849737,0.01825155618098956,0.00554415716664862,1.0
-0.02219940996094394,-0.017466398960910665,0.0008805592671920456,-0.002388335072383465,-0.03197600665304634,-0.017396302941164437,0.0017867040868037485,-3.2226112299540055e-05,0.03643380596354007,-0.015981040478560835,0.0030549804789170125,0.002510183088795944,0.017950466392116837,-0.017516973370274035,0.004430255751989293,0.005266546237491327,1.0
-0.05056775149579629,-0.012645071069522626,0.003274484753278743,0.001692043232898181,-0.02219940996094394,-0.017466398960910665,0.0008805592671920456,-0.002388335072383465,-0.03197600665304634,-0.017396302941164437,0.0017867040868037485,-3.2226112299540055e-05,0.03643380596354007,-0.015981040478560835,0.0030549804789170125,0.002510183088795944,1.0
-0.015878496994620406,-0.011360264731083789,0.0026101563178121457,0.0018863721366645645,-0.05056775149579629,-0.012645071069522626,0.003274484753278743,0.001692043232898181,-0.02219940996094394,-0.017466398960910665,0.0008805592671920456,-0.002388335072383465,-0.03197600665304634,-0.017396302941164437,0.0017867040868037485,-3.2226112299540055e-05,1.0
0.0005216590001175803,-0.009004187808980602,0.0042684918974110996,0.002308194080437498,-0.015878496994620406,-0.011360264731083789,0.0026101563178121457,0.0018863721366645645,-0.05056775149579629,-0.012645071069522626,0.003274484753278743,0.001692043232898181,-0.02219940996094394,-0.017466398960910665,0.0008805592671920456,-0.002388335072383465,1.0
0.0070675051891928575,-0.00853855035121462,0.0017944415560996545,0.004417405530835179,0.0005216590001175803,-0.009004187808980602,0.0042684918974110996,0.002308194080437498,-0.015878496994620406,-0.011360264731083789,0.0026101563178121457,0.0018863721366645645,-0.05056775149579629,-0.012645071069522626,0.003274484753278743,0.001692043232898181,1.0
0.0058024365655295895,-0.0014791596045662344,-0.0022055436486231425,0.004271215392438636,0.0070675051891928575,-0.00853855035121462,0.0017944415560996545,0.004417405530835179,0.0005216590001175803,-0.009004187808980602,0.0042684918974110996,0.002308194080437498,-0.015878496994620406,-0.011360264731083789,0.0026101563178121457,0.0018863721366645645,1.0
0.0212404744334993,0.0013964486232756726,0.0018692007732254922,0.00729203565073041,0.0058024365655295895,-0.0014791596045662344,-0.0022055436486231425,0.004271215392438636,0.0070675051891928575,-0.00853855035121462,0.0017944415560996545,0.004417405530835179,0.0005216590001175803,-0.009004187808980602,0.0042684918974110996,0.002308194080437498,1.0
0.01580521235277743,0.0028971160011509118,0.004626316813149871,0.011794089304674227,0.0212404744334993,0.0013964486232756726,0.0018692007732254922,0.00729203565073041,0.0058024365655295895,-0.0014791596045662344,-0.0022055436486231425,0.004271215392438636,0.0070675051891928575,-0.00853855035121462,0.0017944415560996545,0.004417405530835179,1.0
0.01018226269904865,0.002935917728364726,0.005463648352077701,0.014332937016220236,0.01580521235277743,0.0028971160011509118,0.004626316813149871,0.011794089304674227,0.0212404744334993,0.0013964486232756726,0.0018692007732254922,0.00729203565073041,0.0058024365655295895,-0.0014791596045662344,-0.0022055436486231425,0.004271215392438636,1.0
0.05707388341568276,0.002201733634741701,0.004182352774244028,0.011518762035891793,0.01018226269904865,0.002935917728364726,0.005463648352077701,0.014332937016220236,0.01580521235277743,0.0028971160011509118,0.004626316813149871,0.011794089304674227,0.0212404744334993,0.0013964486232756726,0.0018692007732254922,0.00729203565073041,1.0
0.017108524773652434,0.0048470474717979255,0.00060315358739643,0.007765933649055088,0.05707388341568276,0.002201733634741701,0.004182352774244028,0.011518762035891793,0.01018226269904865,0.002935917728364726,0.005463648352077701,0.014332937016220236,0.01580521235277743,0.0028971160011509118,0.004626316813149871,0.011794089304674227,1.0
0.01797533029551346,0.008311975450626346,-0.002819788367702697,0.0006653697655622773,0.017108524773652434,0.0048470474717979255,0.00060315358739643,0.007765933649055088,0.05707388341568276,0.002201733634741701,0.004182352774244028,0.011518762035891793,0.01018226269904865,0.002935917728364726,0.005463648352077701,0.014332937016220236,1.0
-0.004600158385324349,0.010876754268419397,-0.009824497767585394,-0.008327383576613933,0.01797533029551346,0.008311975450626346,-0.002819788367702697,0.0006653697655622773,0.017108524773652434,0.0048470474717979255,0.00060315358739643,0.007765933649055088,0.05707388341568276,0.002201733634741701,0.004182352774244028,0.011518762035891793,1.0
-0.035685931101003376,0.011898921536198247,-0.008242105941576419,-0.010533302762060406,-0.004600158385324349,0.010876754268419397,-0.009824497767585394,-0.008327383576613933,0.01797533029551346,0.008311975450626346,-0.002819788367702697,0.0006653697655622773,0.017108524773652434,0.0048470474717979255,0.00060315358739643,0.007765933649055088,1.0
-0.013341311294205127,0.01815527899279043,-0.007053473592437818,-0.010861018051162057,-0.035685931101003376,0.011898921536198247,-0.008242105941576419,-0.010533302762060406,-0.004600158385324349,0.010876754268419397,-0.009824497767585394,-0.008327383576613933,0.01797533029551346,0.008311975450626346,-0.002819788367702697,0.0006653697655622773,1.0
0.014572167173685813,0.025465056968240047,-0.004766678628141746,-0.00394155153185166,-0.013341311294205127,0.01815527899279043,-0.007053473592437818,-0.010861018051162057,-0.035685931101003376,0.011898921536198247,-0.008242105941576419,-0.010533302762060406,-0.004600158385324349,0.010876754268419397,-0.009824497767585394,-0.008327383576613933,1.0
0.03146778892292801,0.02748591173346996,0.0019889526285396635,-0.002651884530552824,0.014572167173685813,0.025465056968240047,-0.004766678628141746,-0.00394155153185166,-0.013341311294205127,0.01815527899279043,-0.007053473592437818,-0.010861018051162057,-0.035685931101003376,0.011898921536198247,-0.008242105941576419,-0.010533302762060406,1.0
0.06264363490404357,0.03378915702432118,0.0005150091809690853,0.0002304640813605398,0.03146778892292801,0.02748591173346996,0.0019889526285396635,-0.002651884530552824,0.014572167173685813,0.025465056968240047,-0.004766678628141746,-0.00394155153185166,-0.013341311294205127,0.01815527899279043,-0.007053473592437818,-0.010861018051162057,1.0
0.18074394490568935,0.03096609079647082,-0.00014796678521573876,0.00870004454073884,0.06264363490404357,0.03378915702432118,0.0005150091809690853,0.0002304640813605398,0.03146778892292801,0.02748591173346996,0.0019889526285396635,-0.002651884530552824,0.014572167173685813,0.025465056968240047,-0.004766678628141746,-0.00394155153185166,1.0
-0.013129516614906578,0.02977080527580898,-0.003819382098489056,0.016519486345487642,0.18074394490568935,0.03096609079647082,-0.00014796678521573876,0.00870004454073884,0.06264363490404357,0.03378915702432118,0.0005150091809690853,0.0002304640813605398,0.03146778892292801,0.02748591173346996,0.0019889526285396635,-0.002651884530552824,1.0
-0.019902042412583754,0.026730586261716226,-0.006196716135823744,0.01094398528900602,-0.013129516614906578,0.02977080527580898,-0.003819382098489056,0.016519486345487642,0.18074394490568935,0.03096609079647082,-0.00014796678521573876,0.00870004454073884,0.06264363490404357,0.03378915702432118,0.0005150091809690853,0.0002304640813605398,1.0
-0.03600863336403748,0.024478004360384418,0.0036570301881394354,0.006759998586063518,-0.019902042412583754,0.026730586261716226,-0.006196716135823744,0.01094398528900602,-0.013129516614906578,0.02977080527580898,-0.003819382098489056,0.016519486345487642,0.18074394490568935,0.03096609079647082,-0.00014796678521573876,0.00870004454073884,1.0
-0.026893245518119002,0.017462033979313406,0.0025511419447706175,0.0005322553734509781,-0.03600863336403748,0.024478004360384418,0.0036570301881394354,0.006759998586063518,-0.019902042412583754,0.026730586261716226,-0.006196716135823744,0.01094398528900602,-0.013129516614906578,0.02977080527580898,-0.003819382098489056,0.016519486345487642,1.0
-0.04524889195664805,0.014089016200451972,0.0010016067088919488,-0.013901654372554511,-0.026893245518119002,0.017462033979313406,0.0025511419447706175,0.0005322553734509781,-0.03600863336403748,0.024478004360384418,0.0036570301881394354,0.006759998586063518,-0.019902042412583754,0.026730586261716226,-0.006196716135823744,0.01094398528900602,1.0
-0.07875598155955643,0.014341406081070106,0.0011827866090653402,-0.018406686314366472,-0.04524889195664805,0.014089016200451972,0.0010016067088919488,-0.013901654372554511,-0.026893245518119002,0.017462033979313406,0.0025511419447706175,0.0005322553734509781,-0.03600863336403748,0.024478004360384418,0.0036570301881394354,0.006759998586063518,1.0
-0.06880757407712323,0.015068736309416275,-0.00926394499764157,-0.01156119865754775,-0.07875598155955643,0.014341406081070106,0.0011827866090653402,-0.018406686314366472,-0.04524889195664805,0.014089016200451972,0.0010016067088919488,-0.013901654372554511,-0.026893245518119002,0.017462033979313406,0.0025511419447706175,0.0005322553734509781,1.0
-0.06686093992412268,0.013845085298385879,-0.010688837729800647,-0.012044403930385857,-0.06880757407712323,0.015068736309416275,-0.00926394499764157,-0.01156119865754775,-0.07875598155955643,0.014341406081070106,0.0011827866090653402,-0.018406686314366472,-0.04524889195664805,0.014089016200451972,0.0010016067088919488,-0.013901654372554511,1.0
-0.056075423973389604,0.010562712887171675,-0.009077759777497404,-0.01206324145135424,-0.06686093992412268,0.013845085298385879,-0.010688837729800647,-0.012044403930385857,-0.06880757407712323,0.015068736309416275,-0.00926394499764157,-0.01156119865754775,-0.07875598155955643,0.014341406081070106,0.0011827866090653402,-0.018406686314366472,1.0
