,P,Y_star,P_star,RR_star
1996-01-01,-0.2985945955334304,-0.017466398960910665,0.0008805592671920456,-0.002388335072383465
1996-04-01,-0.2552369571639471,-0.012645071069522626,0.003274484753278743,0.001692043232898181
1996-07-01,-0.23812010837370495,-0.011360264731083789,0.0026101563178121457,0.0018863721366645645
1996-10-01,-0.2324164802184096,-0.009004187808980602,0.0042684918974110996,0.002308194080437498
1997-01-01,-0.22442654794726505,-0.00853855035121462,0.0017944415560996545,0.004417405530835179
1997-04-01,-0.22407620961103963,-0.0014791596045662344,-0.0022055436486231425,0.004271215392438636
1997-07-01,-0.20068803708955907,0.0013964486232756726,0.0018692007732254922,0.00729203565073041
1997-10-01,-0.1929803216139946,0.0028971160011509118,0.004626316813149871,0.011794089304674227
1998-01-01,-0.19952587231645774,0.002935917728364726,0.005463648352077701,0.014332937016220236
1998-04-01,-0.19129555019994662,0.002201733634741701,0.004182352774244028,0.011518762035891793
1998-07-01,-0.1871160102404493,0.0048470474717979255,0.00060315358739643,0.007765933649055088
1998-10-01,-0.1283363683338861,0.008311975450626346,-0.002819788367702697,0.0006653697655622773
1999-01-01,-0.11627271229076631,0.010876754268419397,-0.009824497767585394,-0.008327383576613933
1999-04-01,-0.11318246621151423,0.011898921536198247,-0.008242105941576419,-0.010533302762060406
1999-07-01,-0.0963257501282487,0.01815527899279043,-0.007053473592437818,-0.010861018051162057
1999-10-01,-0.1220293062889403,0.025465056968240047,-0.004766678628141746,-0.00394155153185166
2000-01-01,-0.10890101639557932,0.02748591173346996,0.0019889526285396635,-0.002651884530552824
2000-04-01,-0.0884216271913923,0.03378915702432118,0.0005150091809690853,0.0002304640813605398
2000-07-01,-0.0821914253053797,0.03096609079647082,-0.00014796678521573876,0.00870004454073884
2000-10-01,-0.07641055106936397,0.02977080527580898,-0.003819382098489056,0.016519486345487642
2001-01-01,-0.058355958539239805,0.026730586261716226,-0.006196716135823744,0.01094398528900602
2001-04-01,-0.037025504670271214,0.024478004360384418,0.0036570301881394354,0.006759998586063518
2001-07-01,-0.012405225324404214,0.017462033979313406,0.0025511419447706175,0.0005322553734509781
2001-10-01,0.001353749441509365,0.014089016200451972,0.0010016067088919488,-0.013901654372554511
2002-01-01,0.03765101136907084,0.014341406081070106,0.0011827866090653402,-0.018406686314366472
2002-04-01,0.07052733333055539,0.015068736309416275,-0.00926394499764157,-0.01156119865754775
2002-07-01,0.09149951232910856,0.013845085298385879,-0.010688837729800647,-0.012044403930385857
2002-10-01,0.10722959431854792,0.010562712887171675,-0.009077759777497404,-0.01206324145135424
2003-01-01,0.10564724009586937,0.006468556019546403,-0.007255721705143963,-0.012217959989317125
2003-04-01,0.08068552102466385,0.00646577798966644,-0.011679027126761546,-0.02103752080216383
2003-07-01,0.06269305083781686,0.012636560362838398,-0.013378651799808669,-0.021656842359017194
2003-10-01,0.0695065339107534,0.017253207223180772,-0.017143780255202974,-0.02336792895054166
2004-01-01,0.07678035386863813,0.01816867500087847,-0.020116663116758585,-0.021311821941990182
2004-04-01,0.10640974633908831,0.019462618064200948,-0.014129033312533812,-0.018681598734452885
2004-07-01,0.13052420928769964,0.02048195635461844,-0.01317138548974917,-0.020969678190017414
2004-10-01,0.14483063028905618,0.021637354737610026,-0.009000904697602556,-0.01694627919645185
2005-01-01,0.152882725507336,0.02371966884970895,-0.010569477855787962,-0.01333410148787226
2005-04-01,0.15750137540505044,0.024688362225229625,-0.010855797474953733,-0.013497813684648705
2005-07-01,0.18031352022141406,0.027760445620342966,-0.005761843499647516,-0.006964268798966329
2005-10-01,0.19774377122279357,0.029656313652878113,-0.005765963259547536,0.0048862226667287165
2006-01-01,0.21196730097271424,0.03536667152250247,-0.005523246204315305,0.005427324108752807
2006-04-01,0.2231962525804023,0.03587213605813666,-0.0014653738025164947,0.008080574349107493
2006-07-01,0.21502941423628907,0.0347483680301038,-0.0036741904146790657,0.01324155547064602
2006-10-01,0.20116585061223033,0.039020632443304205,-0.010566269150240658,0.0033719004724133608
2007-01-01,0.20341140174911412,0.04028393623262858,-0.007402797248474841,0.00251491697385763
2007-04-01,0.20444004798859988,0.0424313761264872,-0.006243015291000682,0.0007669765437456798
2007-07-01,0.22829328823852282,0.042971463263404584,-0.008191433346878142,-0.002803633831431419
2007-10-01,0.25073694079753844,0.044773336751746044,0.003137876951178904,0.02108705920901311
2008-01-01,0.2633614345988099,0.04074977863807238,0.0068927945889197505,0.02562140741146794
2008-04-01,0.28101016893389663,0.03778116043234844,0.011946108254558043,0.0357206484752707
2008-07-01,0.2869578271331543,0.02828233215338413,0.02007384955671011,0.04419603228306974
2008-10-01,0.28345978648489095,0.0031571722490980596,-0.001210502440298264,0.020794365913145707
2009-01-01,0.27314029050722755,-0.02052734832217467,-0.014370502058582396,-0.0062371855233780025
2009-04-01,0.27187903728432794,-0.02452488366222099,-0.02423472035094352,-0.01001156212787439
2009-07-01,0.27155751302963504,-0.02481938812217149,-0.02836467083126436,-0.011120108047623667
2009-10-01,0.27537332068794934,-0.021053580068767428,-0.011486646473967015,-0.013620226496810588
2010-01-01,0.2742289901108178,-0.019872960507661703,-0.0010286127980546967,-0.01984949539120809
2010-04-01,0.26520251011267215,-0.014293165821503768,-0.002214734935504062,-0.025195703155865914
2010-07-01,0.2546217410632392,-0.011817064264743904,-0.005231067045303165,-0.026136050444136527
2010-10-01,0.25687913695124304,-0.011158544466710467,-0.003427690780809636,-0.023008841582983774
2011-01-01,0.2678069571860907,-0.01350721152291894,0.0013475214970293462,-0.017897880756792082
2011-04-01,0.26421225182832775,-0.014228619647062946,0.008602140581121147,-0.010346565536363829
2011-07-01,0.2509231594206274,-0.015383483240622477,0.011245890507976043,-0.007922747650054103
2011-10-01,0.2367832823053855,-0.014675395152751212,0.010260175133527755,-0.007178477305118421
2012-01-01,0.2230728182936796,-0.013023193857306953,0.007306199939383656,-0.005694489119857287
2012-04-01,0.21311598877697005,-0.015544956141691144,0.0028329024307778184,-0.004021291672665239
2012-07-01,0.2063209940820734,-0.01762353830771509,0.0019962178217869833,-0.006015793125357999
2012-10-01,0.19531936006970968,-0.021982161608509496,0.0021228662260447152,-0.0029911517728671805
2013-01-01,0.18349397848941834,-0.021020596058974387,0.0005628531517811758,-0.002945234579480099
2013-04-01,0.17105464959953193,-0.02039427582693547,-0.0015478497492487054,-0.005634882643569908
2013-07-01,0.1636050036585333,-0.017811722754651337,0.000747330717358516,-0.0027561468208181527
2013-10-01,0.15334991283889018,-0.016387781538300224,-0.002214277169621643,0.0013516485602659977
2014-01-01,0.13373382715204682,-0.018477150608505695,-0.002361642623110271,0.010897902595477897
2014-04-01,0.11449340281396962,-0.015291710691242142,0.0021729313875559282,0.0091238131553987
2014-07-01,0.09076546103543492,-0.010897484519788447,0.00017159227830043658,0.008617091901411305
2014-10-01,0.07254105089381901,-0.010202363825819355,-0.0037484666625559994,0.007096895565491669
2015-01-01,0.04900511104624796,-0.00622273853893596,-0.011164548404984183,0.004604028904370836
2015-04-01,0.03495023275566414,-0.0054689998820486915,-0.009734278390973676,0.005471468297155967
2015-07-01,0.016243871215263623,-0.005432636714133313,-0.009632262302160511,0.00483187296924403
2015-10-01,-0.008437083757342213,-0.006581182961242694,-0.006580264333822159,0.0007502117961324902
2016-01-01,-0.025823559107076708,-0.0056688863079164195,-0.003854120540021494,-0.005373495079721607
2016-04-01,-0.0511119121544555,-0.006867759677564777,-0.004599763513488985,-0.0011369736661319316
2016-07-01,-0.07139759517754034,-0.006629437629552901,-0.002892659107516263,-0.00042145710162207976
2016-10-01,-0.0923950310501618,-0.0049207618718969505,0.0011634807393783992,-0.00013779900060340537
2017-01-01,-0.10997001006626311,-0.0038523908279714148,0.009198307926849976,0.0016746475307872354
2017-04-01,-0.13639170768650785,-0.0023441819941415645,0.006295526953037196,-0.0007096003633517118
2017-07-01,-0.1702554983291441,-4.76700185369082e-05,0.006829162058696678,-0.0002797770531566104
2017-10-01,-0.1930436301262688,0.002355188043676953,0.008781113206636264,0.0038043998850025938
2018-01-01,-0.22364499270162433,0.0024152335142881808,0.008389402134910826,0.011612018905920693
2018-04-01,-0.24827737071151051,0.004219448529064386,0.012570786957514995,0.012856981368179593
2018-07-01,-0.2743147375623044,0.0017763131657710387,0.017276217335532876,0.015525775953812012
2018-10-01,-0.3089357588832773,-0.00055803365247447,0.016198615906605946,0.017205801463619802
